trainfn,actfn1,actfn2,errfn,PerfTrain,PerfTest,PerfValidate,PerfTotal,Neurons,Slno
trainlm,tansig,logsig,crossentropy,68.75,100,100,77.2727272727273,9,217
trainlm,logsig,tansig,sse,75,100,66.6666666666667,77.2727272727273,9,221
trainlm,logsig,tansig,crossentropy,75,66.6666666666667,100,77.2727272727273,9,223
trainlm,logsig,logsig,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,9,224
trainbfg,logsig,logsig,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,10,242
trainbfg,tansig,logsig,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,10,244
trainlm,logsig,logsig,sse,75,100,66.6666666666667,77.2727272727273,11,262
trainlm,tansig,softmax,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,11,264
trainbfg,tansig,purelin,sse,93.75,33.3333333333333,33.3333333333333,77.2727272727273,11,271
trainlm,tansig,tansig,sse,75,66.6666666666667,100,77.2727272727273,11,278
trainlm,logsig,tansig,sse,75,66.6666666666667,100,77.2727272727273,11,285
trainlm,logsig,tansig,crossentropy,75,100,66.6666666666667,77.2727272727273,11,287
trainlm,logsig,logsig,crossentropy,75,100,66.6666666666667,77.2727272727273,11,288
trainlm,logsig,softmax,crossentropy,87.5,66.6666666666667,33.3333333333333,77.2727272727273,12,293
trainlm,logsig,logsig,sse,75,100,66.6666666666667,77.2727272727273,12,294
trainbfg,tansig,purelin,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,12,303
trainlm,logsig,softmax,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,12,309
trainlm,tansig,tansig,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,12,312
trainlm,logsig,purelin,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,12,316
trainlm,logsig,tansig,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,12,319
trainlm,logsig,softmax,crossentropy,87.5,100,0,77.2727272727273,13,325
trainlm,logsig,purelin,crossentropy,93.75,66.6666666666667,0,77.2727272727273,13,331
trainbfg,logsig,logsig,sse,75,100,66.6666666666667,77.2727272727273,13,338
trainbfg,tansig,logsig,sse,75,100,66.6666666666667,77.2727272727273,13,340
trainlm,logsig,softmax,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,13,341
trainbfg,tansig,softmax,crossentropy,93.75,66.6666666666667,0,77.2727272727273,13,347
trainlm,tansig,purelin,crossentropy,87.5,33.3333333333333,66.6666666666667,77.2727272727273,14,355
trainlm,logsig,softmax,crossentropy,87.5,33.3333333333333,66.6666666666667,77.2727272727273,14,357
trainlm,tansig,softmax,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,14,364
trainlm,tansig,purelin,sse,87.5,33.3333333333333,66.6666666666667,77.2727272727273,14,365
trainbfg,logsig,purelin,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,14,366
trainlm,logsig,softmax,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,14,373
trainlm,tansig,tansig,crossentropy,75,100,66.6666666666667,77.2727272727273,14,376
trainlm,tansig,logsig,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,14,377
trainlm,logsig,purelin,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,15,412
trainbfg,logsig,softmax,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,417
trainbfg,tansig,tansig,sse,75,100,66.6666666666667,77.2727272727273,16,426
trainlm,logsig,purelin,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,427
trainlm,tansig,softmax,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,428
trainbfg,logsig,purelin,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,430
trainbfg,tansig,purelin,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,431
trainbfg,logsig,softmax,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,433
trainlm,logsig,softmax,sse,75,100,66.6666666666667,77.2727272727273,16,437
trainbfg,tansig,softmax,sse,75,100,66.6666666666667,77.2727272727273,16,439
trainlm,logsig,purelin,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,16,444
trainlm,logsig,logsig,crossentropy,75,100,66.6666666666667,77.2727272727273,16,448
trainlm,tansig,purelin,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,17,451
trainlm,logsig,logsig,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,17,454
trainlm,logsig,purelin,crossentropy,87.5,33.3333333333333,66.6666666666667,77.2727272727273,17,459
trainbfg,tansig,purelin,sse,87.5,33.3333333333333,66.6666666666667,77.2727272727273,17,463
trainbfg,logsig,logsig,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,17,466
trainlm,logsig,tansig,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,17,477
trainlm,logsig,logsig,crossentropy,75,100,66.6666666666667,77.2727272727273,17,480
trainbfg,logsig,softmax,crossentropy,81.25,66.6666666666667,66.6666666666667,77.2727272727273,18,481
trainlm,tansig,purelin,crossentropy,93.75,33.3333333333333,33.3333333333333,77.2727272727273,18,483
trainlm,tansig,softmax,sse,75,100,66.6666666666667,77.2727272727273,18,488
trainlm,tansig,softmax,crossentropy,87.5,66.6666666666667,33.3333333333333,77.2727272727273,18,492
trainlm,logsig,softmax,sse,75,66.6666666666667,100,77.2727272727273,18,501
trainlm,logsig,purelin,crossentropy,87.5,66.6666666666667,33.3333333333333,77.2727272727273,19,523
trainbfg,logsig,softmax,sse,87.5,66.6666666666667,33.3333333333333,77.2727272727273,19,529
trainbfg,tansig,softmax,crossentropy,87.5,66.6666666666667,33.3333333333333,77.2727272727273,19,539
trainlm,logsig,logsig,sse,93.75,66.6666666666667,0,77.2727272727273,20,550
trainlm,tansig,purelin,sse,81.25,100,33.3333333333333,77.2727272727273,20,557
trainbfg,tansig,purelin,sse,81.25,66.6666666666667,66.6666666666667,77.2727272727273,20,559
trainbfg,logsig,softmax,sse,81.25,100,33.3333333333333,77.2727272727273,20,561
trainlm,logsig,purelin,sse,81.25,100,33.3333333333333,77.2727272727273,20,572
trainlm,logsig,tansig,sse,93.75,66.6666666666667,0,77.2727272727273,20,573
trainlm,logsig,softmax,crossentropy,75,100,33.3333333333333,72.7272727272727,3,5
trainlm,tansig,softmax,sse,75,100,33.3333333333333,72.7272727272727,3,8
trainbfg,tansig,tansig,sse,81.25,33.3333333333333,66.6666666666667,72.7272727272727,3,10
trainlm,logsig,purelin,crossentropy,75,100,33.3333333333333,72.7272727272727,3,11
trainlm,tansig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,3,12
trainlm,tansig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,3,13
trainbfg,logsig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,3,14
trainbfg,tansig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,3,15
trainbfg,tansig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,3,27
trainlm,logsig,purelin,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,3,28
trainlm,logsig,tansig,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,3,29
trainbfg,logsig,softmax,crossentropy,68.75,66.6666666666667,100,72.7272727272727,4,33
trainlm,tansig,softmax,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,4,40
trainlm,tansig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,4,44
trainlm,tansig,purelin,sse,68.75,66.6666666666667,100,72.7272727272727,4,45
trainbfg,tansig,purelin,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,4,47
trainbfg,logsig,softmax,sse,68.75,66.6666666666667,100,72.7272727272727,4,49
trainbfg,tansig,logsig,sse,75,33.3333333333333,100,72.7272727272727,4,52
trainbfg,tansig,softmax,sse,68.75,66.6666666666667,100,72.7272727272727,4,55
trainlm,tansig,logsig,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,4,57
trainlm,logsig,purelin,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,4,60
trainlm,logsig,logsig,crossentropy,81.25,33.3333333333333,66.6666666666667,72.7272727272727,4,64
trainbfg,logsig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,65
trainlm,tansig,purelin,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,67
trainlm,tansig,logsig,sse,68.75,100,66.6666666666667,72.7272727272727,5,68
trainlm,logsig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,69
trainlm,logsig,logsig,sse,68.75,100,66.6666666666667,72.7272727272727,5,70
trainlm,tansig,softmax,sse,75,100,33.3333333333333,72.7272727272727,5,72
trainlm,logsig,purelin,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,75
trainlm,tansig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,77
trainbfg,logsig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,78
trainbfg,tansig,purelin,sse,75,100,33.3333333333333,72.7272727272727,5,79
trainbfg,logsig,softmax,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,81
trainbfg,logsig,logsig,sse,68.75,100,66.6666666666667,72.7272727272727,5,82
trainbfg,tansig,logsig,sse,68.75,100,66.6666666666667,72.7272727272727,5,84
trainlm,logsig,softmax,sse,75,100,33.3333333333333,72.7272727272727,5,85
trainlm,tansig,logsig,crossentropy,75,100,33.3333333333333,72.7272727272727,5,89
trainbfg,tansig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,91
trainlm,logsig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,5,92
trainlm,logsig,tansig,sse,68.75,100,66.6666666666667,72.7272727272727,5,93
trainlm,logsig,tansig,crossentropy,68.75,66.6666666666667,100,72.7272727272727,5,95
trainbfg,tansig,purelin,sse,75,33.3333333333333,100,72.7272727272727,6,111
trainlm,logsig,softmax,crossentropy,75,100,33.3333333333333,72.7272727272727,7,133
trainbfg,tansig,purelin,sse,68.75,100,66.6666666666667,72.7272727272727,7,143
trainlm,logsig,softmax,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,7,149
trainlm,tansig,purelin,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,8,163
trainlm,logsig,purelin,crossentropy,81.25,33.3333333333333,66.6666666666667,72.7272727272727,8,171
trainbfg,logsig,purelin,sse,81.25,33.3333333333333,66.6666666666667,72.7272727272727,8,174
trainlm,tansig,tansig,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,8,184
trainbfg,tansig,purelin,crossentropy,62.5,100,100,72.7272727272727,9,194
trainbfg,logsig,softmax,sse,62.5,100,100,72.7272727272727,9,209
trainbfg,logsig,logsig,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,9,210
trainlm,logsig,softmax,sse,75,100,33.3333333333333,72.7272727272727,9,213
trainbfg,tansig,softmax,sse,75,33.3333333333333,100,72.7272727272727,9,215
trainlm,tansig,tansig,crossentropy,62.5,100,100,72.7272727272727,9,216
trainbfg,tansig,softmax,crossentropy,68.75,66.6666666666667,100,72.7272727272727,9,219
trainbfg,logsig,softmax,crossentropy,68.75,66.6666666666667,100,72.7272727272727,10,225
trainlm,tansig,softmax,sse,68.75,66.6666666666667,100,72.7272727272727,10,232
trainbfg,tansig,tansig,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,10,234
trainlm,logsig,purelin,crossentropy,93.75,33.3333333333333,0,72.7272727272727,10,235
trainbfg,logsig,purelin,sse,87.5,33.3333333333333,33.3333333333333,72.7272727272727,10,238
trainbfg,tansig,purelin,sse,87.5,33.3333333333333,33.3333333333333,72.7272727272727,10,239
trainbfg,logsig,tansig,sse,75,100,33.3333333333333,72.7272727272727,10,240
trainlm,logsig,purelin,sse,81.25,33.3333333333333,66.6666666666667,72.7272727272727,10,252
trainlm,tansig,purelin,crossentropy,93.75,33.3333333333333,0,72.7272727272727,11,259
trainlm,tansig,purelin,sse,81.25,33.3333333333333,66.6666666666667,72.7272727272727,11,269
trainbfg,logsig,purelin,sse,93.75,33.3333333333333,0,72.7272727272727,11,270
trainbfg,tansig,softmax,sse,87.5,66.6666666666667,0,72.7272727272727,11,279
trainbfg,tansig,softmax,crossentropy,87.5,66.6666666666667,0,72.7272727272727,11,283
trainlm,tansig,softmax,sse,68.75,66.6666666666667,100,72.7272727272727,12,296
trainlm,tansig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,12,300
trainlm,tansig,purelin,sse,93.75,33.3333333333333,0,72.7272727272727,12,301
trainbfg,tansig,softmax,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,12,311
trainlm,logsig,tansig,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,12,317
trainbfg,logsig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,13,321
trainlm,tansig,softmax,sse,81.25,100,0,72.7272727272727,13,328
trainbfg,tansig,tansig,sse,62.5,100,100,72.7272727272727,13,330
trainlm,tansig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,13,332
trainlm,tansig,purelin,sse,87.5,66.6666666666667,0,72.7272727272727,13,333
trainlm,logsig,purelin,sse,81.25,100,0,72.7272727272727,13,348
trainbfg,logsig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,14,353
trainlm,tansig,softmax,sse,75,100,33.3333333333333,72.7272727272727,14,360
trainbfg,logsig,softmax,sse,75,100,33.3333333333333,72.7272727272727,14,369
trainbfg,logsig,logsig,sse,68.75,100,66.6666666666667,72.7272727272727,14,370
trainbfg,tansig,logsig,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,14,372
trainbfg,tansig,softmax,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,14,375
trainlm,logsig,tansig,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,14,383
trainbfg,logsig,softmax,crossentropy,62.5,100,100,72.7272727272727,15,385
trainlm,tansig,purelin,sse,87.5,66.6666666666667,0,72.7272727272727,15,397
trainbfg,logsig,purelin,sse,81.25,100,0,72.7272727272727,15,398
trainbfg,logsig,softmax,sse,68.75,100,66.6666666666667,72.7272727272727,15,401
trainlm,tansig,logsig,sse,68.75,66.6666666666667,100,72.7272727272727,16,420
trainbfg,tansig,logsig,sse,68.75,100,66.6666666666667,72.7272727272727,16,436
trainbfg,tansig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,16,443
trainlm,logsig,tansig,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,16,447
trainbfg,logsig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,17,449
trainlm,logsig,softmax,crossentropy,68.75,100,66.6666666666667,72.7272727272727,17,453
trainlm,tansig,softmax,sse,68.75,100,66.6666666666667,72.7272727272727,17,456
trainlm,tansig,softmax,crossentropy,68.75,100,66.6666666666667,72.7272727272727,17,460
trainbfg,logsig,purelin,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,17,462
trainbfg,logsig,softmax,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,17,465
trainbfg,tansig,softmax,sse,75,66.6666666666667,66.6666666666667,72.7272727272727,17,471
trainbfg,tansig,softmax,crossentropy,75,66.6666666666667,66.6666666666667,72.7272727272727,17,475
trainbfg,tansig,logsig,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,17,478
trainbfg,logsig,softmax,sse,68.75,100,66.6666666666667,72.7272727272727,18,497
trainbfg,tansig,softmax,sse,68.75,100,66.6666666666667,72.7272727272727,18,503
trainbfg,tansig,softmax,crossentropy,68.75,100,66.6666666666667,72.7272727272727,18,507
trainbfg,logsig,softmax,crossentropy,87.5,66.6666666666667,0,72.7272727272727,19,513
trainlm,tansig,softmax,crossentropy,87.5,66.6666666666667,0,72.7272727272727,19,524
trainbfg,tansig,softmax,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,19,535
trainlm,tansig,logsig,crossentropy,75,100,33.3333333333333,72.7272727272727,19,537
trainbfg,tansig,logsig,crossentropy,68.75,66.6666666666667,100,72.7272727272727,19,542
trainbfg,logsig,softmax,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,20,545
trainlm,logsig,purelin,crossentropy,81.25,66.6666666666667,33.3333333333333,72.7272727272727,20,555
trainbfg,logsig,purelin,sse,81.25,66.6666666666667,33.3333333333333,72.7272727272727,20,558
trainbfg,tansig,logsig,sse,87.5,66.6666666666667,0,72.7272727272727,20,564
trainlm,tansig,tansig,crossentropy,87.5,66.6666666666667,0,72.7272727272727,20,568
trainlm,tansig,logsig,crossentropy,87.5,66.6666666666667,0,72.7272727272727,20,569
trainbfg,tansig,logsig,crossentropy,87.5,66.6666666666667,0,72.7272727272727,20,574
trainbfg,logsig,tansig,sse,81.25,0,66.6666666666667,68.1818181818182,3,16
trainbfg,tansig,softmax,sse,75,66.6666666666667,33.3333333333333,68.1818181818182,3,23
trainlm,tansig,logsig,sse,75,33.3333333333333,66.6666666666667,68.1818181818182,4,36
trainlm,logsig,softmax,crossentropy,68.75,66.6666666666667,66.6666666666667,68.1818181818182,4,37
trainbfg,logsig,logsig,crossentropy,75,33.3333333333333,66.6666666666667,68.1818181818182,4,41
trainlm,logsig,purelin,crossentropy,68.75,66.6666666666667,66.6666666666667,68.1818181818182,4,43
trainbfg,logsig,purelin,sse,68.75,66.6666666666667,66.6666666666667,68.1818181818182,4,46
trainlm,logsig,logsig,crossentropy,68.75,100,33.3333333333333,68.1818181818182,5,96
trainlm,tansig,purelin,crossentropy,75,66.6666666666667,33.3333333333333,68.1818181818182,7,131
trainlm,logsig,purelin,crossentropy,75,66.6666666666667,33.3333333333333,68.1818181818182,7,139
trainlm,tansig,purelin,sse,81.25,33.3333333333333,33.3333333333333,68.1818181818182,7,141
trainbfg,tansig,purelin,sse,81.25,66.6666666666667,0,68.1818181818182,8,175
trainlm,logsig,purelin,sse,62.5,66.6666666666667,100,68.1818181818182,8,188
trainlm,logsig,tansig,crossentropy,56.25,100,100,68.1818181818182,8,191
trainlm,logsig,softmax,crossentropy,75,66.6666666666667,33.3333333333333,68.1818181818182,9,197
trainlm,logsig,purelin,crossentropy,75,66.6666666666667,33.3333333333333,68.1818181818182,9,203
trainlm,tansig,softmax,crossentropy,75,66.6666666666667,33.3333333333333,68.1818181818182,9,204
trainbfg,logsig,purelin,sse,68.75,66.6666666666667,66.6666666666667,68.1818181818182,9,206
trainlm,logsig,purelin,sse,81.25,66.6666666666667,0,68.1818181818182,9,220
trainlm,tansig,purelin,sse,87.5,33.3333333333333,0,68.1818181818182,10,237
trainbfg,logsig,softmax,sse,87.5,33.3333333333333,0,68.1818181818182,10,241
trainlm,tansig,tansig,crossentropy,75,66.6666666666667,33.3333333333333,68.1818181818182,10,248
trainlm,logsig,purelin,sse,81.25,33.3333333333333,33.3333333333333,68.1818181818182,11,284
trainlm,tansig,logsig,sse,62.5,100,66.6666666666667,68.1818181818182,13,324
trainlm,logsig,tansig,crossentropy,62.5,100,66.6666666666667,68.1818181818182,13,351
trainlm,tansig,logsig,sse,68.75,66.6666666666667,66.6666666666667,68.1818181818182,14,356
trainbfg,tansig,softmax,crossentropy,68.75,66.6666666666667,66.6666666666667,68.1818181818182,14,379
trainbfg,tansig,logsig,crossentropy,68.75,66.6666666666667,66.6666666666667,68.1818181818182,14,382
trainlm,logsig,logsig,crossentropy,68.75,66.6666666666667,66.6666666666667,68.1818181818182,14,384
trainlm,tansig,logsig,crossentropy,81.25,33.3333333333333,33.3333333333333,68.1818181818182,16,441
trainbfg,tansig,purelin,sse,62.5,100,66.6666666666667,68.1818181818182,18,495
